# started on Sat Nov 28 19:08:03 2020

     0.249095613,196119573,,CPU_CLK_UNHALTED.THREAD_P,36541710,44.43,,
     0.249095613,264117085,,INST_RETIRED.ANY,48158059,58.54,,
     0.249095613,360082,,icache.misses,47626987,57.89,,
     0.249095613,44592,,dtlb_load_misses.miss_causes_a_walk,47537893,57.78,,
     0.249095613,25692,,itlb_misses.miss_causes_a_walk,47539189,57.78,,
     0.249095613,360652,,br_misp_exec.all_branches,45740619,55.59,,
     0.249095613,2744474,,l1d.replacement,34641286,42.10,,
     0.249095613,1329590,,L2_RQSTS.MISS,34735125,42.21,,
     0.249095613,172390,,LONGEST_LAT_CACHE.MISS,34737502,42.21,,
     0.498367499,607843259,,CPU_CLK_UNHALTED.THREAD_P,111946724,44.93,,
     0.498367499,1107906211,,INST_RETIRED.ANY,139237910,55.88,,
     0.498367499,396059,,icache.misses,137207312,55.07,,
     0.498367499,33146,,dtlb_load_misses.miss_causes_a_walk,137199555,55.06,,
     0.498367499,38604,,itlb_misses.miss_causes_a_walk,137198039,55.06,,
     0.498367499,82038,,br_misp_exec.all_branches,137215612,55.07,,
     0.498367499,11947257,,l1d.replacement,111958130,44.93,,
     0.498367499,3095080,,L2_RQSTS.MISS,111964946,44.94,,
     0.498367499,192748,,LONGEST_LAT_CACHE.MISS,111966437,44.94,,
     0.747595789,611676741,,CPU_CLK_UNHALTED.THREAD_P,111626041,44.92,,
     0.747595789,613262374,,INST_RETIRED.ANY,136844595,55.07,,
     0.747595789,115939,,icache.misses,136842193,55.07,,
     0.747595789,86809,,dtlb_load_misses.miss_causes_a_walk,136511154,54.94,,
     0.747595789,59946,,itlb_misses.miss_causes_a_walk,136839677,55.07,,
     0.747595789,124667,,br_misp_exec.all_branches,136851372,55.08,,
     0.747595789,44018135,,l1d.replacement,111636607,44.93,,
     0.747595789,9164524,,L2_RQSTS.MISS,111967178,45.06,,
     0.747595789,1696727,,LONGEST_LAT_CACHE.MISS,111638055,44.93,,
     0.996797899,638493806,,CPU_CLK_UNHALTED.THREAD_P,109687556,44.03,,
     0.996797899,691166667,,INST_RETIRED.ANY,137161436,55.06,,
     0.996797899,54421,,icache.misses,137166397,55.06,,
     0.996797899,79592,,dtlb_load_misses.miss_causes_a_walk,137153192,55.06,,
     0.996797899,2401,,itlb_misses.miss_causes_a_walk,137153174,55.06,,
     0.996797899,43327,,br_misp_exec.all_branches,139410652,55.96,,
     0.996797899,76912146,,l1d.replacement,111951836,44.94,,
     0.996797899,10823905,,L2_RQSTS.MISS,111965130,44.94,,
     0.996797899,4581524,,LONGEST_LAT_CACHE.MISS,111965137,44.94,,
     1.246012893,604903899,,CPU_CLK_UNHALTED.THREAD_P,109176736,43.88,,
     1.246012893,754091514,,INST_RETIRED.ANY,137169540,55.13,,
     1.246012893,112331,,icache.misses,137164522,55.13,,
     1.246012893,132773,,dtlb_load_misses.miss_causes_a_walk,137175484,55.13,,
     1.246012893,5937,,itlb_misses.miss_causes_a_walk,137903651,55.42,,
     1.246012893,31617,,br_misp_exec.all_branches,139636981,56.12,,
     1.246012893,71429274,,l1d.replacement,111647977,44.87,,
     1.246012893,6780734,,L2_RQSTS.MISS,111636642,44.87,,
     1.246012893,4302793,,LONGEST_LAT_CACHE.MISS,110916310,44.58,,
     1.495221044,667638810,,CPU_CLK_UNHALTED.THREAD_P,109175519,43.82,,
     1.495221044,985693247,,INST_RETIRED.ANY,137166186,55.06,,
     1.495221044,194003,,icache.misses,137166601,55.06,,
     1.495221044,49771,,dtlb_load_misses.miss_causes_a_walk,137166461,55.06,,
     1.495221044,12686,,itlb_misses.miss_causes_a_walk,139958059,56.18,,
     1.495221044,25164,,br_misp_exec.all_branches,139957819,56.18,,
     1.495221044,74269539,,l1d.replacement,111965565,44.94,,
     1.495221044,5647419,,L2_RQSTS.MISS,111965309,44.94,,
     1.495221044,2460643,,LONGEST_LAT_CACHE.MISS,109173116,43.82,,
     1.744453939,661560278,,CPU_CLK_UNHALTED.THREAD_P,109202846,43.83,,
     1.744453939,680010046,,INST_RETIRED.ANY,137197790,55.07,,
     1.744453939,148921,,icache.misses,137198917,55.07,,
     1.744453939,83362,,dtlb_load_misses.miss_causes_a_walk,139805355,56.12,,
     1.744453939,58047,,itlb_misses.miss_causes_a_walk,139930067,56.17,,
     1.744453939,120493,,br_misp_exec.all_branches,139929977,56.17,,
     1.744453939,53625797,,l1d.replacement,111936124,44.93,,
     1.744453939,7793548,,L2_RQSTS.MISS,109338373,43.89,,
     1.744453939,2108835,,LONGEST_LAT_CACHE.MISS,109206386,43.83,,
     1.993648459,440312463,,CPU_CLK_UNHALTED.THREAD_P,83903252,46.29,,
     1.993648459,437145281,,INST_RETIRED.ANY,103897343,57.32,,
     1.993648459,99149,,icache.misses,103100497,56.88,,
     1.993648459,114164,,dtlb_load_misses.miss_causes_a_walk,101120544,55.78,,
     1.993648459,128915,,itlb_misses.miss_causes_a_walk,97385823,53.72,,
     1.993648459,145150,,br_misp_exec.all_branches,97371450,53.72,,
     1.993648459,12777555,,l1d.replacement,78173054,43.12,,
     1.993648459,11958835,,L2_RQSTS.MISS,80144329,44.21,,
     1.993648459,1267137,,LONGEST_LAT_CACHE.MISS,83885672,46.28,,
     2.242834579,609566011,,CPU_CLK_UNHALTED.THREAD_P,109155573,43.82,,
     2.242834579,806094784,,INST_RETIRED.ANY,137150592,55.06,,
     2.242834579,2251260,,icache.misses,137149497,55.06,,
     2.242834579,29379,,dtlb_load_misses.miss_causes_a_walk,137362858,55.14,,
     2.242834579,2693,,itlb_misses.miss_causes_a_walk,139947222,56.18,,
     2.242834579,8405,,br_misp_exec.all_branches,139944071,56.18,,
     2.242834579,69689159,,l1d.replacement,111952600,44.94,,
     2.242834579,5835244,,L2_RQSTS.MISS,111749509,44.86,,
     2.242834579,1854672,,LONGEST_LAT_CACHE.MISS,109159169,43.82,,
     2.492064977,667265243,,CPU_CLK_UNHALTED.THREAD_P,109178955,43.83,,
     2.492064977,943218529,,INST_RETIRED.ANY,137169489,55.06,,
     2.492064977,529384,,icache.misses,137153999,55.06,,
     2.492064977,34288,,dtlb_load_misses.miss_causes_a_walk,139925671,56.17,,
     2.492064977,3921,,itlb_misses.miss_causes_a_walk,139943273,56.18,,
     2.492064977,7663,,br_misp_exec.all_branches,139943449,56.18,,
     2.492064977,80646358,,l1d.replacement,111966661,44.94,,
     2.492064977,6259380,,L2_RQSTS.MISS,109192929,43.83,,
     2.492064977,2060615,,LONGEST_LAT_CACHE.MISS,109174441,43.82,,
     2.741266329,595813624,,CPU_CLK_UNHALTED.THREAD_P,106979925,45.90,,
     2.741266329,815558076,,INST_RETIRED.ANY,134966001,57.90,,
     2.741266329,337076,,icache.misses,137148250,58.84,,
     2.741266329,53849,,dtlb_load_misses.miss_causes_a_walk,134150241,57.55,,
     2.741266329,3576,,itlb_misses.miss_causes_a_walk,130154995,55.84,,
     2.741266329,16275,,br_misp_exec.all_branches,126135618,54.11,,
     2.741266329,78186152,,l1d.replacement,95947632,41.16,,
     2.741266329,6234850,,L2_RQSTS.MISS,98938335,42.44,,
     2.741266329,2911842,,LONGEST_LAT_CACHE.MISS,102934016,44.16,,
     2.990482183,664421721,,CPU_CLK_UNHALTED.THREAD_P,111932407,44.94,,
     2.990482183,736739785,,INST_RETIRED.ANY,139335781,55.94,,
     2.990482183,97634,,icache.misses,137155908,55.06,,
     2.990482183,124234,,dtlb_load_misses.miss_causes_a_walk,137155329,55.06,,
     2.990482183,3821,,itlb_misses.miss_causes_a_walk,137152437,55.06,,
     2.990482183,9861,,br_misp_exec.all_branches,137166880,55.07,,
     2.990482183,100332876,,l1d.replacement,111943996,44.94,,
     2.990482183,9649846,,L2_RQSTS.MISS,111944242,44.94,,
     2.990482183,6686313,,LONGEST_LAT_CACHE.MISS,111946854,44.94,,
     3.239704877,647419166,,CPU_CLK_UNHALTED.THREAD_P,111967687,44.94,,
     3.239704877,697532699,,INST_RETIRED.ANY,137181479,55.06,,
     3.239704877,72159,,icache.misses,137179456,55.06,,
     3.239704877,152212,,dtlb_load_misses.miss_causes_a_walk,137179393,55.06,,
     3.239704877,3100,,itlb_misses.miss_causes_a_walk,137169902,55.06,,
     3.239704877,32021,,br_misp_exec.all_branches,137166566,55.06,,
     3.239704877,82337220,,l1d.replacement,111954849,44.94,,
     3.239704877,14793337,,L2_RQSTS.MISS,111954878,44.94,,
     3.239704877,5455900,,LONGEST_LAT_CACHE.MISS,111964461,44.94,,
     3.488906035,661745577,,CPU_CLK_UNHALTED.THREAD_P,109778013,44.07,,
     3.488906035,740721082,,INST_RETIRED.ANY,137147143,55.06,,
     3.488906035,92153,,icache.misses,137146844,55.06,,
     3.488906035,150640,,dtlb_load_misses.miss_causes_a_walk,137134714,55.05,,
     3.488906035,1918,,itlb_misses.miss_causes_a_walk,137139027,55.05,,
     3.488906035,21756,,br_misp_exec.all_branches,139303686,55.92,,
     3.488906035,82132460,,l1d.replacement,111953180,44.94,,
     3.488906035,12094792,,L2_RQSTS.MISS,111965227,44.95,,
     3.488906035,4483948,,LONGEST_LAT_CACHE.MISS,111960612,44.95,,
     3.738076215,659024466,,CPU_CLK_UNHALTED.THREAD_P,109136085,43.82,,
     3.738076215,930247502,,INST_RETIRED.ANY,137128066,55.05,,
     3.738076215,615177,,icache.misses,137128001,55.05,,
     3.738076215,33834,,dtlb_load_misses.miss_causes_a_walk,137114861,55.05,,
     3.738076215,1174,,itlb_misses.miss_causes_a_walk,138100935,55.44,,
     3.738076215,5156,,br_misp_exec.all_branches,139947053,56.19,,
     3.738076215,79850772,,l1d.replacement,111954663,44.95,,
     3.738076215,6215870,,L2_RQSTS.MISS,111967423,44.95,,
     3.738076215,2041645,,LONGEST_LAT_CACHE.MISS,110988107,44.56,,
     3.987276490,667829699,,CPU_CLK_UNHALTED.THREAD_P,109167138,43.82,,
     3.987276490,943069502,,INST_RETIRED.ANY,137159601,55.06,,
     3.987276490,529783,,icache.misses,137158280,55.06,,
